id,review,positive,negative,neutral,Clean,Comfort,Facilities/Amenities,Location,Restaurant (dinner),Staff,View (Balcony),Breakfast,Room,Pool,Beach,Bathroom/Shower (toilet),Bar,Bed,Parking,Noise,Reception-checkin,Lift,Value for money,Wi-Fi,Generic,Aspect,
17496,"The room had not been cleaned properly, a sandwich from the previous occupants was left in the fridge (it was quite disgusting to find) when reported to the desk they assured me that they would speak to housekeeping about it.",,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17497,The room had some strange smell.,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17498,The room had sound proof windows - we couldn?t hear any loud noises outside aside from the occasional beeping from cars.,1,,,,,,,,,,,1,,,,,,,1,,,,,,,
17499,The room had windows that could open.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17500,"The room has a bathroom with a shower and bidet, and a hair dryer.",1,,,,,1,,,,,,1,,,1,,,,,,,,,,,
17501,The room has a nice balcony with a view.,1,,,,,,,,,1,,1,,,,,,,,,,,,,,
17502,"The room has a window that is most likely not up to standard, not recommended for children.",,1,,,,,,,,,,1,,,,,,,,,,,,,,
17503,"The room has a window, but it was in the basement of a small courtyard so there was practically no daylight.",,1,,,,,,,,,,1,,,,,,,,,,,,,,
17504,The room has aged a lot and the hotel too.,,1,,,,,,,,,,1,,,,,,,,,,,,1,,
17505,The room has blocked window.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17506,The room has everything you need to make coffee and tea.,1,,,,,1,,,,,,1,,,,,,,,,,,,,,
17507,The room has its own toilet.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17508,"The room has large window and we enjoyed the morning Naples from it, it was amazing! The breakfast from the caffe nearby was included and the pastry was goood! If we are coming back to Naples, we totally will choose this place again.",1,,,,,,,,,1,1,1,,,,,,,,,,,,,1,
17509,"The room hotel is nice, not located in the center but the bus station is right in front of its door.",1,,,,,,1,,,,,1,,,,,,,,,,,,,1,
17510,The room I got has a 2 degrees tilt which messed up with my head a bit.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17511,"The room I stayed was really small, so convenient for one night, but not more.",,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17512,"The room in fact, it smelled bad if you didn't have the window open all the time.",,1,,,,,,,,,,1,,,,,,,,,,,,,,
17513,The room in some places had not been cleaned well.,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17514,The room in the deluxe category seemed run-down or heavily claimed.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17515,The room in which we were didn't have real curtains.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17516,The room interior is kind of stylishly decorated.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17517,The room is a bit cold.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17518,The room is a bit old and the price is high.,,1,,,,,,,,,,1,,,,,,,,,,1,,,1,
17519,The room is a bit shabby.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17520,The room is a good size.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17521,"The room is a little outdated, certain places are not being cleaned at all ( such as behind the tv or lights).",,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17522,The room is a split level with the bedroom upstairs and the bathroom downstairs.  this was not convenient.,,1,,,,,,,,,,1,,,,,1,,,,,,,,,
17523,The room is adequate for different types of travelers.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17524,The room is almost too simple as it doesn't have any basic amenities - shampoo or soap as you have to pay for those at the front desk.,,1,,,,1,,,,,,1,,,,,,,,,,,,,,
17525,The room is also great and very clean.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17526,"The room is always more than a hotel room, it feels homey.",1,,,,,,,,,,,1,,,,,,,,,,,,,,
17527,The room is basic but very clean.,,,1,1,,,,,,,,1,,,,,,,,,,,,,1,
17528,The room is big and the location is great.,1,,,,1,,1,,,,,1,,,,,,,,,,,,,1,
17529,"The room is big, clean and very comfortable bed.",1,,,1,1,,,,,,,1,,,,,1,,,,,,,,1,
17530,The room is big.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17531,"The room is clean and comfy, space is big enough for two people.",1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17532,The room is clean and neat.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17533,The room is clean and quite spacious.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17534,The room is clean and tidy and it?s quite close to Sagrada Familia!,1,,,1,,,1,,,,,1,,,,,,,,,,,,,1,
17535,The room is clean and tidy.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17536,"The room is clean, attractive and very comfortable.",1,,,1,1,,,,,,,1,,,,,,,,,,,,,,
17537,"The room is clean, the bed comfy, hot shower with good pressure, the staff is nice and the location is awesome, just a few blocks away from the beach and from the metro.",1,,,1,,,1,,1,,,1,,1,1,,1,,,,,,,,,
17538,The room is clean.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17539,The room is cleaned every day and you get clean towels.,1,,,1,,1,,,,,,1,,,1,,,,,,,,,,1,
17540,The room is cold.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17541,The room is comfortable and so clean.,1,,,1,,,,,,,,1,,,,,,,,,,,,,1,
17542,The room is comfortable and the breakfast buffet is nice.,1,,,,1,,,,,,1,1,,,,,,,,,,,,,1,
17543,The room is comfortable!,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17544,The room is comfortable.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17545,"The room is comfy, it has all the amenities you need and even have a electric kettle.",1,,,,1,1,,,,,,1,,,,,,,,,,,,,1,
17546,The room is done up in a very tacky way & located within a very run down apartment block.,1,,,1,,,1,,,,,1,,,,,,,,,,,,,,
17547,The room is excellent.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17548,"The room is extremely dark, even when it is sunny outside, you are obliged to put the lights on.",,1,,,,,,,,,,1,,,,,,,,,,,,,,
17549,The room is functional and comfortable.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17550,The room is furnished with bare minimum.,,,1,,,,,,,,,1,,,,,,,,,,,,,,
17551,The room is great as well.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17552,The room is large with a large bathroom and a nice terrace.,1,,,,,,,,,1,,1,,,1,,,,,,,,,,,
17553,"The room is large, the internet works well, the bathroom is modern and spacious.",1,,,,1,,,,,,,1,,,1,,,,,,,,1,,,
17554,"The room is located in a dilapidated building, in an area far from quiet.",,1,,,,,1,,,,,1,,,,,,,1,,,,,,,
17555,"The room is modern and clean, for taking a ferry it is ideal, for visiting the city on foot it is a bit more uncomfortable.",,,1,1,1,,,,,,,1,,,,,,,,,,,,,1,
17556,The room is modern and quite large.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17557,"The room is modern and well maintained, nice bed and red led lights in the wall.",1,,,,,1,,,,,,1,,,,,1,,,,,,,,,
17558,The room is much too small.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17559,The room is needed renovation + the photos are better than real room.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17560,The room is needed renovation.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17561,The room is nice and clean.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17562,The room is nice with the theme of all the mirrors and the lighting of it is also quite nice.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17563,The room is not bad.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17564,"The room is not clean at all, the jacuzzi poorly maintained and dirty.",,1,,1,,1,,,,,,1,,,,,,,,,,,,,1,
17565,The room is not cleaned every day.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17566,The room is not isolated well.,,1,,,,,1,,,,,1,,,,,,,,,,,,,,
17567,The room is not noise-proof.,,1,,,,,,,,,,1,,,,,,,1,,,,,,,
17568,The room is not quiet.,,1,,,,,,,,,,1,,,,,,,1,,,,,,,
17569,"The room is not so good, a little bit small.",,1,,,,,,,,,,1,,,,,,,1,,,,,,,
17570,The room is not so new and modern.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17571,"The room is not soundproof, we heard the footsteps of people above, shower next door? and no water in the room.",,1,,,,,,,,,,1,,,1,,,,,,,,,,,
17572,The room is not super comfortable as it is full of poor ?adaptations?.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17573,The room is not that comfortable: the hotel is old so some of the furniture and the installations are worn out.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17574,The room is not very big.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17575,The room is not well lit.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17576,The room is not what you see in the photos!!!its much worse and small.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17577,"The room is not worth 70? per night, the cleaning is not the best and then we also pointed out to the reception that there was a smell of garlic so strong that we could not sleep at night.",,1,,1,,,,,1,,,1,,,,,,,,,,1,,,1,
17578,"The room is old, and small not hot water, uncomfortable all , no thanks.",,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17579,The room is perfect.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17580,"The room is provided by some shelves where to put clothes (for 3 days is ok, for a week not that much).",,,1,,,1,,,,,,1,,,,,,,,,,,,,,
17581,"The room is quiet, I slept very well.",1,,,,,,,,,,,1,,,,,,,1,,,,,,,
17582,"The room is quite artsy, the ceilings are nice and high.",1,,,,,,,,,,,1,,,,,,,,,,,,,,
17583,The room is quite dark and there is no view we thought there was a balcony that with a street view at least.,,1,,,,,,,,1,,1,,,,,,,,,,,,,1,
17584,"The room is quite old and not maintained, one of the tiles in the bathroom was moving, the joints in the bathroom were very old (moldy) and parts of the floor were broken on a small step in the room.",,1,,,,,,,,,,1,,,1,,,,,,,,,,,
17585,The room is quite small but clean and attractive.,,,1,1,1,,,,,,,1,,,,,,,,,,,,,1,
17586,The room is quite small.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17587,"The room is really comfortable, especially the bed.",1,,,,1,,,,,,,1,,,,,1,,,,,,,,,
17588,"The room is really dark, even all lights on.",,1,,,,,,,,,,1,,,,,,,,,,,,,,
17589,"The room is really nice and cozy, the bed is comfortable and spacious and there are both soft and hard pillows.",1,,,,1,,,,,,,1,,,,,1,,,,,,,,1,
17590,The room is really small.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17591,The room is relatively spacious and comfortable.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17592,"The room is simple, comfortable bedding.",1,,,,1,,,,,,,1,,,,,1,,,,,,,,1,
17593,"The room is small (enough for 2 as we spent most of time out) but it was quite hot during night, air condition to cool is not operational during winter.",,,1,,1,1,,,,,,1,,,,,,,,,,,,,1,
17594,The room is small as they say (10m2).,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17595,The room is small but functional.,,,1,,1,,,,,,,1,,,,,,,,,,,,,1,
17596,The room is small but very clean and tidy.,,,1,1,1,,,,,,,1,,,,,,,,,,,,,1,
17597,The room is small but very convenient.,,,1,,1,,,,,,,1,,,,,,,,,,,,,1,
17598,"The room is small for a family of four, but it was ok for a few nights.",,,1,,1,,,,,,,1,,,,,,,,,,,,,1,
17599,"The room is small, but sweet, not noisy, everything is clean.",,,1,1,1,,,,,,,1,,,,,,,,,,,,,1,
17600,The room is small.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17601,"The room is sophisticated, clean and spacious.",1,,,1,1,,,,,,,1,,,,,,,,,,,,,,
17602,The room is spacious and comfortable.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17603,The room is spacious and sparkling clean.,1,,,1,1,,,,,,,1,,,,,,,,,,,,,,
17604,The room is spacious enough.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17605,The room is spacious for a city hotel and the decor is modern.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17606,"The room is spacious, the bed very comfortable.",1,,,,1,,,,,,,1,,,,,1,,,,,,,,1,
17607,"The room is super nice, spacious and comfortable, you can tell that the decoration is thought of.",1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17608,"The room is tiny and has seen better days- scratched table, worn carpet, etc.",,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17609,The room is tiny as is the bathroom.,,1,,,1,,,,,,,1,,,1,,,,,,,,,,,
17610,The room is tiny.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17611,The room is too old and the bed is terrible.,,1,,,,,,,,,,1,,,,,1,,,,,,,,,
17612,"The room is too small for a 4-star hotel, but very functional, except for the closet, which was definitely too small.",,,1,,1,,,,,,,1,,,,,,,,,,,,,1,
17613,The room is too small.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17614,The room is very clean and the staff helped us check in earlier so that my daughter can take rest before her piano concert.,1,,,1,,,,,1,,,1,,,,,,,,1,,,,,1,
17615,The room is very clean its a bit on the small side but for a weekend break it was perfect.,,,1,1,,,,,,,,1,,,,,,,,,,,,,1,
17616,The room is very clean.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17617,The room is very comfortable and spacious and so is the bathroom.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17618,The room is very comfortable and the price paid is excellent.,1,,,,1,,,,,,,1,,,,,,,,,,1,,,1,
17619,The room is very comfortable.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17620,The room is very cozy and modern.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17621,"The room is very creative, really cool.",1,,,,,,,,,,,1,,,,,,,,,,,,,,
17622,The room is very cute and well organized.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17623,The room is very dark.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17624,The room is very good and clean.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17625,The room is very nice and cozy.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17626,The room is very nice and spacious.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17627,"The room is very nice, but the cleaning is definitely lacking especially in the bathroom which was full of limestone and rust especially in the shower.",,,1,1,,,,,,,,1,,,1,,,,,,,,,,1,
17628,"The room is very nice, it has a nice terrace and it is in a good spot of Naples.",1,,,,,,,,,1,,1,,,,,,,,,,,,,1,
17629,"The room is very nicely decorated, although you can already see the first signs of wear in the room, as well as in the bathroom, in addition, the room is very noisy.",,1,,,,,,,,,,1,,,1,,,,,,,,,,1,
17630,The room is very noise and drafty.,,1,,,,,,,,,,1,,,,,,,1,,,,,,,
17631,"The room is very small and cramped, it is not possible to put four bags for four people.",,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17632,"The room is very small and gets smelly quite soon, it was survivable with the open windows.",,1,,1,1,,,,,,,1,,,,,,,,,,,,,,
17633,"The room is very small and I thought the cost was very high, but the services were very good.",,,1,,1,1,,,,,,1,,,,,,,,,,1,,,1,
17634,"The room is very small, no place to store the luggage.",,1,,,1,1,,,,,,1,,,,,,,,,,,,,,
17635,The room is very small.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17636,"The room is very spacious, we were given one with a terrace and spacious.",1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17637,The room is very spacious.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17638,"The room is very welcoming, clean and above all silent.",1,,,1,,,,,,,,1,,,,,,,1,,,,,,,
17639,"The room is visibly torn, full of cracks, the windows have very old fixtures that let in the cold, the light and the noise of the street.",,1,,,,,1,,,,,1,,,,,,,1,,,,,,,
17640,"The room is warm as hell and we had to leave the window open, with all the lights from the streets in our faces and the area is very noise.",,1,,,,,,,,,,1,,,,,,,1,,,,,,,
17641,"The room is well furnished, clean and fresh, as well as the large and clean bathroom.",1,,,1,,,,,,,,1,,,1,,,,,,,,,,,
17642,The room itself also was covered in black mould & the room smelt like rotten fruit.,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17643,The room itself is a bit small and need some refurbishment.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17644,The room itself is nice.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17645,The room itself is very modern and a very clean look.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17646,The room itself looked a bit tired and dirty in general.,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17647,The room itself not fully clean.,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17648,"The room itself was barely larger than my girlfriend's closet, but it was adequate.",,,1,,1,,,,,,,1,,,,,,,,,,,,,1,
17649,"The room itself was lovely with a comfortable double bed, bedside tables, a double wardrobe and writing desk.",1,,,,1,,,,,,,1,,,,,1,,,,,,,,,
17650,"The room itself was spacious, clean and very comfortable.",1,,,1,1,,,,,,,1,,,,,,,,,,,,,,
17651,"The room itself was very good, comfortable, quiet and clean.",1,,,1,1,,,,,,,1,,,,,,,1,,,,,,,
17652,"The room lacked some furniture like cub-boards, side tables.",,1,,,,1,,,,,,1,,,,,,,,,,,,,,
17653,The room layout was amazing.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17654,The room lightening was poor.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17655,The room looked like the Presidential Suite.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17656,The room looked neglected.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17657,"The room looks quite small in the pictures shown on booking, but it?s bigger than I thought.",1,,,,1,,,,,,,1,,,,,,,,,,,,,1,
17658,The room need decorating and the en suite needed updating.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17659,The room needs a couple of touch ups.,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17660,The room neighbor smoked in the bathroom I don't know how many cigarettes and all the smoke came into our room the first night our fire alarm went off both sound and light on.,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17661,The room numbers were not sequential so hard to find room.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17662,The room on the 28th floor had a very nice view.,1,,,,,,,,,1,,1,,,,,,,,,,,,,,
17663,The room on the first floor was a bit dark.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17664,The room only had a window to a small light well.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17665,The room overlooked a fairly busy road.,,,1,,,,1,,,1,,1,,,,,,,,,,,,,,
17666,The room overlooked the street and the traffic noise disturbed the sleep a bit.,,1,,,,,,,,1,,1,,,,,1,,1,,,,,,,
17667,The room right on the sea with the balcony overlooking Castel dell'ovo.,1,,,,,,,,,1,,1,,,,,,,,,,,,,,
17668,The room served a purpose for one nght but was over-priced for what it was.,,,1,,,,,,,,,1,,,,,,,,,,1,,,1,
17669,The room service staff is very noisy.,,1,,1,,,,,1,,,1,,,,,,,1,,,,,,,
17670,"The room service staff 'put away' lots of my possessions into drawers and cupboards, to the extent that I didn't know where everything was!",,1,,,,,,,1,,,1,,,,,,,,,,,,,,
17671,The room should have been looked through and dusted again before.,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17672,The room size could be a little bit bigger.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17673,The room size is rather small but this is to be expected in Barcelona centre.,,,1,,1,,,,,,,1,,,,,,,,,,,,,,
17674,The room size is small.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17675,The room size it?s too small.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17676,The room size was good.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17677,The room size was great and we asked for a kettle and one was provided.,1,,,,,1,,,,,,1,,,,,,,,,,,,,,
17678,"The room size was great, with good storage for hanging clothes and a well stocked mini bar.",1,,,,,1,,,,,,1,,,,1,,,,,,,,,,
17679,The room size was lovely.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17680,The room size was smaller than a ship cabin.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17681,"The room size was terrible, no bedside table, you can?t even move in wash room, it?s too small, if you bring your shampoo or conditioner there is no place to put them.",,1,,,,1,,,,,,1,,,1,,1,,,,,,,,,
17682,The room smelled a bit fried fish food.,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17683,"The room smelled bad like years of other people?s body odor and there was no way to get ventilation and also no blankets, only sheets.",,1,,1,,1,,,,,,1,,,,,,,,,,,,,,
17684,The room smelled bad.,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17685,"The room smelled like a closed one, curtains dirty and was not spotless.",,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17686,The room smelled like cigarettes.,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17687,"The room smelled like drainage, I requested a double bed and I got two twins together which were very uncomfortable.",,1,,1,1,,,,,,,1,,,,,1,,,,,,,,,
17688,The room smelled musty through the carpet.,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17689,The room smelt of cigarette smoke.,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17690,"The room smelt stale, the shower did not drain and was rather dirty.",,1,,1,,,,,,,,1,,,1,,,,,,,,,,,
17691,The room somewhat small.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17692,The room temperature extremely hot.,,1,,,,1,,,,,,1,,,,,,,,,,,,,,
17693,The room temperature was 28 degrees even at night.,,,1,,,,,,,,,1,,,,,,,,,,,,,,
17694,"The room that I had was located towards the main avenue, and still wasn't very noisy.",1,,,,,,1,,,,,1,,,,,,,1,,,,,,,
17695,The room the bed the service at the reception are cool.,1,,,,,,,,1,,,1,,,,,1,,,,,,,,,
17696,The room -the cleanliness are super.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17697,The room they gave us was outdated.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17698,The room this time left me particularly satisfied! Perfect at every angle.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17699,The room vas okay but not 100% clean.,,,1,1,,,,,,,,1,,,,,,,,,,,,,1,
17700,The room very clean.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17701,"The room very comfortable, with a big bed and a good bathroom.",1,,,,1,,,,,,,1,,,1,,1,,,,,,,,1,
17702,The room very is clean.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17703,The room very nice and clean.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17704,The room very spacious and pleasant.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17705,The room very warm.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17706,The room view was terrible.,,1,,,,,,,,1,,1,,,,,,,,,,,,,,
17707,"The room walls were pretty thin, and I could easily hear conversations happening in neighbouring rooms.",,1,,,,,,,,,,1,,,,,,,1,,,,,,,
17708,"The room was a bit basic with few facilities - no fridge, no kettle, no telephone, no mini-bar, no room safe.",,1,,,,1,,,,,,1,,,,1,,,,,,,,,,
17709,The room was a bit cramped to live out of a suitcase as a couple.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17710,The room was a bit crowdy for a price.,,1,,,,,,,,,,1,,,,,,,,,,1,,,,
17711,The room was a bit damp.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17712,The room was a bit dark.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17713,The room was a bit dated.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17714,"The room was a bit grubby, it needs a fresh lick of paint and updating.",,1,,,,,,,,,,1,,,,,,,,,,,,,,
17715,"The room was a bit hot, the lighting was too dim.",,1,,,,,,,,,,1,,,,,,,,,,,,,,
17716,The room was a bit old fashioned but the bathroom was very clean and modern.,,,1,1,,,,,,,,1,,,,,,,,,,,,,1,
17717,The room was a bit outdated.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17718,The room was a bit rugged.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17719,The room was a bit shabby.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17720,The room was a bit small but fine for our visit.,,,1,,1,,,,,,,1,,,,,,,,,,,,,1,
17721,The room was a bit small for the price.,,1,,,1,,,,,,,1,,,,,,,,,,1,,,,
17722,"The room was a bit small, but ok for a weekend.",,,1,,1,,,,,,,1,,,,,,,,,,,,,1,
17723,The room was a bit small.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17724,"The room was a bit stuffy, a room facing the road would have been better.",,1,,,,,,,,1,,1,,,,,,,,,,,,,,
17725,The room was a bit tired.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17726,The room was a bit too small.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17727,The room was a bit too tiny.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17728,The room was a bit worn out and needed some upgrades.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17729,The room was a comfortable size and very clean.,1,,,1,1,,,,,,,1,,,,,,,,,,,,,,
17730,The room was a good size and nicely furnished.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17731,The room was a good size and the bathroom was also very spacious and new.,1,,,,1,,,,,,,1,,,1,,,,,,,,,,,
17732,The room was a good size with a comfortable bed and sufficient storage space.,1,,,,1,1,,,,,,1,,,,,1,,,,,,,,1,
17733,The room was a good size with good amenities too.,1,,,,1,1,,,,,,1,,,,,,,,,,,,,,
17734,The room was a good size with plenty of room for storage.,1,,,,1,1,,,,,,1,,,,,,,,,,,,,,
17735,The room was a good size.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17736,The room was a great size and the beds were comfy.,1,,,,1,,,,,,,1,,,,,1,,,,,,,,1,
17737,"The room was a little bit dark, and overlooked the street so we had to be a bit careful about keeping curtains closed when changing.",,1,,,,,,,,1,,1,,,,,,,,,,,,,,
17738,The room was a little dated but comfortable.,,,1,,1,,,,,,,1,,,,,,,,,,,,,1,
17739,The room was a little dated.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17740,The room was a little dusty.,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17741,The room was a little noisy in the morning as it was front of the property.,,1,,,,,,,,,,1,,,,,,,1,,,,,,,
17742,The room was a little stuffy and only had a thin pillow.,,1,,,,,,,,,,1,,,,,1,,,,,,,,,
17743,"The room was a little stuffy, the hotel is hard to navigate.",,1,,,,,1,,,,,1,,,,,,,,,,,,,,
17744,"The room was a little tired, with a grubby armchair and broken curtain hooks.",,1,,,,,,,,,,1,,,,,,,,,,,,,,
17745,The room was a little warm and let in a fair bit of light from the street of a night time.,,1,,,,,1,,,,,1,,,,,,,,,,,,,,
17746,The room was a lovely size and very modern bathroom with good water pressure.,1,,,,,,,,,,,1,,,1,,,,,,,,,,,
17747,The room was a nice size.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17748,"The room was a surprise : Absolutely perfect and furnished as a grand hotel in style, colors, details, comforts and cleanliness on every surface.",1,,,1,1,,,,,,,1,,,,,,,,,,,,,,
17749,The room was a very good size and pretty clean.,1,,,1,1,,,,,,,1,,,,,,,,,,,,,,
17750,The room was actually pretty dirty.,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17751,The room was already small for 2 people.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17752,The room was also boiling hot and the air con didn't work.,,1,,,,1,,,,,,1,,,,,,,,,,,,,,
17753,The room was also clean.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17754,The room was also not very clean.,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17755,The room was also quite warm and we couldn't adjust the air conditioner.,,1,,,,1,,,,,,1,,,,,,,,,,,,,,
17756,"The room was also superb, with excellent comfortable beds and shower.",1,,,,1,,,,,,,1,,,1,,1,,,,,,,,1,
17757,The room was also very hot as there was no air conditioning.,,1,,,,1,,,,,,1,,,,,,,,,,,,,,
17758,The room was also very nice as in the picture.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17759,The room was also very small.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17760,The room was always clean and even has a sofa.,1,,,1,,1,,,,,,1,,,,,,,,,,,,,,
17761,The room was always cleaned and the hotel has a nice relaxed vibe.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
